web-scraper-order,web-scraper-start-url,Technology,name,sector,location
"1643580428-5689","https://500.co/companies","-","Showcase","Marketing & Sales","Thailand"
"1643580428-5334","https://500.co/companies","SaaS","Payvment","Home & Personal","US"
"1643580428-6071","https://500.co/companies","SaaS","Upguard","Security & Storage","US"
"1643580428-5688","https://500.co/companies","SaaS","Shots Mobile, Shots Studios","Social media","US"
"1643580428-5650","https://500.co/companies","SaaS","Sentry","Developer Tools","US"
"1643580428-5603","https://500.co/companies","SaaS","Sabr.io","Govtech","US"
"1643580428-4943","https://500.co/companies","Marketplace","Lendsquare","Lending / Investments","US"
"1643580428-3885","https://500.co/companies","On-demand / Delivery","Bidmatch","Consumer services","UK"
"1643580428-5678","https://500.co/companies","SaaS","ShopGo","Payments","UAE"
"1643580428-5318","https://500.co/companies","Marketplace","Paro","Finance & Accounting","US"
"1643580428-5714","https://500.co/companies","On-demand / Delivery","SimplyCook","Home & Personal","UK"
"1643580428-5829","https://500.co/companies","SaaS","Storelevel","Market intel","Mexico"
"1643580428-4831","https://500.co/companies","SaaS","Kakehashi","Healthcare ERP","Japan"
"1643580428-6225","https://500.co/companies","TMT, SaaS","Workhint","-","Saudi Arabia"
"1643580428-4026","https://500.co/companies","Direct service, Marketplace","Carsome","Transportation Services","Malaysia"
"1643580428-4084","https://500.co/companies","InsurTech","Clara Insurance","Insurance","US"
"1643580428-4715","https://500.co/companies","SaaS","HyphenMark","Human Resources & Recruiting","US"
"1643580428-5408","https://500.co/companies","SaaS","PolicyPal","Insurance","Singapore"
"1643580428-4348","https://500.co/companies","Direct sale","Eponym","Fashion","US"
"1643580428-4411","https://500.co/companies","O2O","Feast","Food","US"
"1643580428-5760","https://500.co/companies","SaaS","SocMetrics","CRM / Customer success","US"
"1643580428-5184","https://500.co/companies","Mobile","Neutun","Health monitoring","Canada"
"1643580428-3692","https://500.co/companies","-","Agora.io","-","-"
"1643580428-4330","https://500.co/companies","-","Employee Experience Solutions","-","Vietnam"
"1643580428-6233","https://500.co/companies","SaaS","Worthix","Market intel","US"
"1643580428-3668","https://500.co/companies","Marketplace","Abillionveg","Food","Singapore"
"1643580428-3652","https://500.co/companies","SaaS","15Five","Personnel / Benefits","US"
"1643580428-5389","https://500.co/companies","-","Plenna","-","-"
"1643580428-4620","https://500.co/companies","Direct sale","Haiven Home","Security","US"
"1643580428-3957","https://500.co/companies","FinTech","Brave Credit","-","US"
"1643580428-3790","https://500.co/companies","Mobile","Asaak","Lending / Investments","Uganda"
"1643580428-3734","https://500.co/companies","SaaS","Ambience Data","Envirotech","Canada"
"1643580428-6050","https://500.co/companies","Marketplace","uGO Health","Patient services","UK"
"1643580428-5322","https://500.co/companies","O2O","Partyphile","Events","Philippines"
"1643580428-3972","https://500.co/companies","O2O, Direct sale","Brodo","Fashion","Indonesia"
"1643580428-4069","https://500.co/companies","SaaS","Chouxbox","Accounting / Audit","US"
"1643580428-5661","https://500.co/companies","-","Sharebee","Realty / Rentals","Canada"
"1643580428-4618","https://500.co/companies","SaaS","Hacker Earth","Recruiting","India"
"1643580428-6000","https://500.co/companies","SaaS","Tranqui","Personnel / Benefits","Mexico"
"1643580428-6007","https://500.co/companies","On-demand / Delivery","Traveljoy","Consumer eCom","US"
"1643580428-5374","https://500.co/companies","Marketplace","Plancast","Events","US"
"1643580428-4664","https://500.co/companies","SaaS","HighlightCam","Media production","US"
"1643580428-4027","https://500.co/companies","TMT, Mobility Tech, Industrials","CarSwitch","Vehicle dealer","UAE"
"1643580428-4306","https://500.co/companies","Cloud / Content, Direct service","EduAdvisor","College / Continuing education","Malaysia"
"1643580428-6182","https://500.co/companies","SaaS","Welltrack","Healthcare IT & Operations","Canada"
"1643580428-4221","https://500.co/companies","Marketplace, Direct service","Dawaai","Healthcare Services & Telehealth","Pakistan"
"1643580428-3956","https://500.co/companies","SaaS","Brandtrack","Adtech / Martech","Argentina"
"1643580428-5783","https://500.co/companies","SaaS","Speek","IT tools","US"
"1643580428-6202","https://500.co/companies","SaaS","Wildfire","Market intel","US"
"1643580428-3663","https://500.co/companies","Virtual Reality, TMT, Mobile","360 VUZ","Entertainment","UAE"
"1643580428-5968","https://500.co/companies","O2O","Tinkergarten","K-12","US"
"1643580428-5687","https://500.co/companies","SaaS","ShortPoint","Developer tools","UAE"
"1643580428-6230","https://500.co/companies","Marketplace","WorldCover","Insurance","US"
"1643580428-5980","https://500.co/companies","Mobile","Touchten","Gaming / eSports","Indonesia"
"1643580428-4528","https://500.co/companies","SaaS","Gestoos","Developer tools","Spain"
"1643580428-5065","https://500.co/companies","SaaS, Real Estate Technology, Internet of Things","Mero","Housing & Real Estate","Canada"
"1643580428-3963","https://500.co/companies","Mobile","Bridg Payment Solutions","Payments","UAE"
"1643580428-5774","https://500.co/companies","O2O","Spacee","Coworking","Japan"
"1643580428-4638","https://500.co/companies","On-demand / Delivery","Havenly","Housing & Real Estate","US"
"1643580428-5388","https://500.co/companies","-","Playcurio","-","South Korea"
"1643580428-4151","https://500.co/companies","SaaS","Cooleaf","Personnel / Benefits","US"
"1643580428-5122","https://500.co/companies","SaaS","MoonFruit","IT tools","UK"
"1643580428-5890","https://500.co/companies","O2O","TakeMeTour","Travel / Hospitality","Thailand"
"1643580428-6201","https://500.co/companies","Mobile","WifiChua","IT tools","Vietnam"
"1643580428-4365","https://500.co/companies","Mobile","Eventtus","Events","Egypt"
"1643580428-4665","https://500.co/companies","Mobile","HighScoreHouse","K-12","Canada"
"1643580428-4070","https://500.co/companies","Direct sale","Chromatik","Consumer eCom","US"
"1643580428-5989","https://500.co/companies","Marketplace","Traction Labs","Market intel","US"
"1643580428-4859","https://500.co/companies","-","Kiki","Social","Spain"
"1643580428-5649","https://500.co/companies","SaaS","SentiSum","CRM / Customer success","UK"
"1643580428-4354","https://500.co/companies","O2O","Escapando","Travel / Hospitality","Argentina"
"1643580428-6097","https://500.co/companies","-","Vech","-","Mexico"
"1643580428-5054","https://500.co/companies","Marketplace","Melotic","Cryptocurrency","China"
"1643580428-4781","https://500.co/companies","HR Tech, Big Data, Artificial Intelligence & Machine Learning","Intrro","-","UK"
"1643580428-4917","https://500.co/companies","SaaS","LaunchRock","Adtech / Martech","US"
"1643580428-4933","https://500.co/companies","On-demand / Delivery","LECO","Fashion","Mexico"
"1643580428-5086","https://500.co/companies","SaaS","Mintzone","Payments","India"
"1643580428-4852","https://500.co/companies","Cloud / Content","Khmerload","Entertainment","Cambodia"
"1643580428-4011","https://500.co/companies","SaaS","Carbon Health","Healthcare IT & Operations","US"
"1643580428-3808","https://500.co/companies","SaaS","AuditFile","Accounting / Audit","US"
"1643580428-4034","https://500.co/companies","-","Celer Network","Financial infrastructure","Singapore"
"1643580428-4504","https://500.co/companies","SaaS","FX Cubic","Payments","UK"
"1643580428-6187","https://500.co/companies","SaaS","WeTravel","Lending / Investments","US"
"1643580428-6108","https://500.co/companies","Mobile","Vessel","Developer tools","US"
"1643580428-5208","https://500.co/companies","Direct sale","Nomiku","Food","US"
"1643580428-4829","https://500.co/companies","SaaS","Juxta Labs","Social media","US"
"1643580428-4779","https://500.co/companies","Token","Interstellar","Cryptocurrency","US"
"1643580428-4568","https://500.co/companies","Marketplace","Gogohire","Recruiting","US"
"1643580428-5287","https://500.co/companies","SaaS","Owl.ai","Legal","US"
"1643580428-3875","https://500.co/companies","On-demand / Delivery","Berry Kitchen","Food","Indonesia"
"1643580428-4855","https://500.co/companies","O2O","KidAdmit","K-12","US"
"1643580428-4787","https://500.co/companies","Direct sale","Ion Mobility","AutomotiveVehicle dealer","Singapore"
"1643580428-4273","https://500.co/companies","-","Dreamship","Consumer eCom","US"
"1643580428-3874","https://500.co/companies","On-demand / Delivery","Bento","Food","US"
"1643580428-5640","https://500.co/companies","Cloud / Content","Selasar","Social media","Indonesia"
"1643580428-5967","https://500.co/companies","SaaS","Tinfoil Security","Security","US"
"1643580428-5407","https://500.co/companies","Mobile","Pokkt","Payments","India"
"1643580428-4091","https://500.co/companies","O2O","Click Mechanic","Autotech","UK"
"1643580428-5924","https://500.co/companies","Marketplace","Tees","Fashion","Indonesia"
"1643580428-6133","https://500.co/companies","SaaS","Vizalytics","Productivity","US"
"1643580428-5945","https://500.co/companies","Mobile","The Other Guys","Gaming / eSports","Argentina"
"1643580428-4152","https://500.co/companies","E-Commerce","Coolmate","Fashion","Vietnam"
"1643580428-6219","https://500.co/companies","SaaS","WonderSchool","Social media","US"
"1643580428-5607","https://500.co/companies","Cloud / Content","Saigoneer","Journalism / Blogs","Vietnam"
"1643580428-4695","https://500.co/companies","Cloud / Content","Hornet","Social media","South Africa"
"1643580428-4756","https://500.co/companies","Direct sale","Ink Labs","Media Content","Belgium"
"1643580428-6167","https://500.co/companies","SaaS","WayPay","Payments","Canada"
"1643580428-4444","https://500.co/companies","Direct sale","Fishbit","Pets","US"
"1643580428-4269","https://500.co/companies","On-demand / Delivery","Doughbies","Food","US"
"1643580428-5876","https://500.co/companies","On-demand / Delivery","Switchcam","Media production","US"
"1643580428-6170","https://500.co/companies","O2O","WeAreHolidays","Travel / Hospitality","India"
"1643580428-4951","https://500.co/companies","Marketplace","Lexoo","Legal services","UK"
"1643580428-6290","https://500.co/companies","SaaS","Zoomforth","Adtech / Martech","US"
"1643580428-5449","https://500.co/companies","TMT","Progressive Generation","-","Jordan"
"1643580428-5984","https://500.co/companies","Mobile","TouristEye","Travel / Hospitality","Spain"
"1643580428-5854","https://500.co/companies","O2O","Styleseat","Beauty","US"
"1643580428-5241","https://500.co/companies","SaaS","Omise","Payments","Thailand"
"1643580428-4265","https://500.co/companies","SaaS","Docket Technologies","Legal services","US"
"1643580428-5209","https://500.co/companies","Direct sale","Nonnatech","Health monitoring","US"
"1643580428-4772","https://500.co/companies","SaaS","Instrumentl","Grants / Donations","US"
"1643580428-4424","https://500.co/companies","SaaS","Filmgrail","Entertainment","Norway"
"1643580428-5767","https://500.co/companies","SaaS","Sora","""Travel, Leisure & Tourism""","Japan"
"1643580428-4816","https://500.co/companies","SaaS","Journy","Travel / Hospitality","US"
"1643580428-5928","https://500.co/companies","Mobile","TeliportMe","Social media","India"
"1643580428-3793","https://500.co/companies","On-demand / Delivery","Asistia","Patient services","Mexico"
"1643580428-4597","https://500.co/companies","On-demand / Delivery","Grin","Ridesharing / Vehicle rental","Mexico"
"1643580428-4168","https://500.co/companies","On-demand / Delivery","Cream","Fashion","US"
"1643580428-4308","https://500.co/companies","SaaS","Efflux Systems","Security","US"
"1643580428-5015","https://500.co/companies","HR Tech","Majra","Human Resources & Recruiting","Bahrain"
"1643580428-5519","https://500.co/companies","Mobile","Rapt.FM","Media production","US"
"1643580428-5243","https://500.co/companies","Robotics and Drones, Autonomous cars, Advanced Manufacturing","Omnitron Sensors","Automotive","US"
"1643580428-5961","https://500.co/companies","-","Thrive Agric","Agtech","Nigeria"
"1643580428-5939","https://500.co/companies","Mobile","Textaurant","Adtech / Martech","US"
"1643580428-5861","https://500.co/companies","-","Super Seguros","-","US"
"1643580428-5006","https://500.co/companies","SaaS","Magalix","IT tools","US"
"1643580428-3884","https://500.co/companies","O2O","BidAway","Travel / Hospitality","Spain"
"1643580428-5370","https://500.co/companies","Direct service","Pixelfish","Adtech / Martech","US"
"1643580428-4988","https://500.co/companies","-","LoQueNecesito","Realty / Rentals","Colombia"
"1643580428-3685","https://500.co/companies","SaaS","Adraid","Adtech / Martech","US"
"1643580428-3888","https://500.co/companies","SaaS","BillionToOne","Medical Device & Monitoring","US"
"1643580428-5010","https://500.co/companies","SaaS","Magnolia Prime","IT tools","US"
"1643580428-4442","https://500.co/companies","On-demand / Delivery","FirstOpinion","Patient services","US"
"1643580428-6251","https://500.co/companies","SaaS","YesGraph","Adtech / Martech","US"
"1643580428-6038","https://500.co/companies","HR Tech","Turing","Recruiting","US"
"1643580428-6215","https://500.co/companies","Mobile","Wivity","Security","US"
"1643580428-6146","https://500.co/companies","-","VOO","Supply Chain & Logistics","Egypt"
"1643580428-6116","https://500.co/companies","SaaS","Videogram","Media production","Japan"
